x_over_c,y_over_c,Cp
0.999750018119812,-3.632896550698206e-05,1.548882007598877
0.9990000128746033,-0.00014525375445373356,0.5063981413841248
0.997759997844696,-0.00032511117751710117,0.47492313385009766
0.9960200190544128,-0.0005769983399659395,0.3666195869445801
0.9937800168991089,-0.0009004365419968963,0.3083520233631134
0.9910500049591064,-0.0012933638645336032,0.2710442841053009
0.9878399968147278,-0.001753609743900597,0.2329310178756714
0.9841300249099731,-0.0022831768728792667,0.19845856726169586
0.9799500107765198,-0.0028768260963261127,0.16475717723369598
0.9752799868583679,-0.0035363242495805025,0.1347101479768753
0.9701499938964844,-0.004256268497556448,0.10243047773838043
0.9645400047302246,-0.005038225557655096,0.07057171314954758
0.9584699869155884,-0.005878077354282141,0.04653066769242287
0.9519400000572205,-0.006774428766220808,0.016308587044477463
0.9449599981307983,-0.007724467199295759,-0.007228320464491844
0.9375399947166443,-0.00872534979134798,-0.03793375566601753
0.9296900033950806,-0.0097742211073637,-0.057148829102516174
0.9214000105857849,-0.010870860889554024,-0.08113057166337967
0.9126999974250793,-0.012009731493890285,-0.1009453609585762
0.9035800099372864,-0.01319055911153555,-0.11780335754156113
0.8940600156784058,-0.01440916396677494,-0.13202181458473206
0.8841500282287598,-0.015662692487239838,-0.1507471650838852
0.8738499879837036,-0.016949564218521118,-0.16044537723064423
0.8631799817085266,-0.01826569065451622,-0.1750572770833969
0.8521599769592285,-0.019607091322541237,-0.17723147571086884
0.8407700061798096,-0.02097463235259056,-0.19101454317569733
0.8290500044822693,-0.022361962124705315,-0.19330821931362152
0.8170099854469299,-0.023766420781612396,-0.19821366667747498
0.804639995098114,-0.02518763579428196,-0.19698210060596466
0.7919700145721436,-0.02662062644958496,-0.20033229887485504
0.779009997844696,-0.028062766417860985,-0.19845709204673767
0.765779972076416,-0.029510337859392166,-0.19631733000278473
0.7522799968719482,-0.030961811542510986,-0.18936802446842194
0.7385200262069702,-0.03241453319787979,-0.1878608614206314
0.7245299816131592,-0.033863767981529236,-0.1801726073026657
0.710319995880127,-0.0353068932890892,-0.17553146183490753
0.6958900094032288,-0.03674225136637688,-0.16676552593708038
0.6812700033187866,-0.038165152072906494,-0.16061674058437347
0.6664699912071228,-0.03957289457321167,-0.15153279900550842
0.6514999866485596,-0.04096270352602005,-0.14301402866840363
0.6363800168037415,-0.04233084246516228,-0.13405101001262665
0.6211299896240234,-0.04367358982563019,-0.1255306601524353
0.6057599782943726,-0.04498807340860367,-0.11674252897500992
0.5902799963951111,-0.046271324157714844,-0.10659018903970718
0.5747100114822388,-0.0475195087492466,-0.09727497398853302
0.5590599775314331,-0.048729557543992996,-0.08755254000425339
0.5433599948883057,-0.04989684000611305,-0.07651790231466293
0.5276100039482117,-0.05101897567510605,-0.06690692156553268
0.5118399858474731,-0.05209138244390488,-0.05716465786099434
0.49605000019073486,-0.05311153456568718,-0.04807126894593239
0.48026999831199646,-0.05407492071390152,-0.038185156881809235
0.4645099937915802,-0.05497835576534271,-0.02880321629345417
0.44878000020980835,-0.055818598717451096,-0.01852630265057087
0.43310999870300293,-0.05659141764044762,-0.00747745530679822
0.41749998927116394,-0.05729416757822037,0.00376501795835793
0.4019699990749359,-0.05792324244976044,0.016092725098133087
0.3865399956703186,-0.05847521126270294,0.027926331385970116
0.37123000621795654,-0.058946844190359116,0.04212137684226036
0.35604000091552734,-0.0593356154859066,0.05440526828169823
0.34099000692367554,-0.059638477861881256,0.0695527046918869
0.32611000537872314,-0.05985254421830177,0.08415944874286652
0.31139999628067017,-0.059975650161504745,0.10064667463302612
0.29686999320983887,-0.06000550091266632,0.11673498153686523
0.28255000710487366,-0.05994005501270294,0.1337498277425766
