"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,    "RefForce"    ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      
          0,           0,           0,     -0.4814595639,       2.346980287,       1.592365555,       5.253007815,            280000,      0.0389894375,      -0.221730602,                 0,                 0,                 0,     -0.1782867913,      0.0389894375,      -0.221730602,                 0,      -5.686940264
          0,           0,           1,     -0.7542467443,       2.016991753,       1.914882543,       4.987899162,            280000,     0.03893553287,     -0.2210048027,                 0,                 0,                 0,     -0.1697299894,     0.03893553287,     -0.2210048027,                 0,      -5.676172545
          0,           0,           2,       -1.15146244,       1.608930246,       1.512389667,        4.57282948,            280000,     0.03988609254,     -0.2262761224,                 0,                 0,                 0,     -0.1724034817,     0.03988609254,     -0.2262761224,                 0,      -5.673058152
          0,           0,           3,      -1.353616185,       1.385245679,       1.277189903,       4.344363617,            280000,     0.04103454553,     -0.2327998829,                 0,                 0,                 0,     -0.1781141807,     0.04103454553,     -0.2327998829,                 0,      -5.673265779
          0,           0,           4,      -1.622001867,       1.062554401,      0.9752733428,       4.037547265,            280000,     0.04201419556,     -0.2383671543,                 0,                 0,                 0,     -0.1834688592,     0.04201419556,     -0.2383671543,                 0,      -5.673490855
          0,           0,           5,      -1.946066878,      0.6542256437,      0.6204803241,       3.666855265,            280000,      0.0426352733,     -0.2418942486,                 0,                 0,                 0,     -0.1871338161,      0.0426352733,     -0.2418942486,                 0,      -5.673570964
          0,           0,           6,      -2.180350196,      0.4597252973,      0.4174094751,       3.464950782,            280000,      0.0429806748,     -0.2438580637,                 0,                 0,                 0,     -0.1892229822,      0.0429806748,     -0.2438580637,                 0,      -5.673667639
          0,           0,           7,      -2.580142731,     -0.1171625119,     -0.1428555462,       2.952492726,            280000,     0.04315638895,     -0.2448609871,                 0,                 0,                 0,     -0.1903232688,     0.04315638895,     -0.2448609871,                 0,      -5.673806198
          0,           0,           8,      -2.912943811,     -0.4800467764,     -0.5172065343,       2.607613754,            280000,     0.04323469014,     -0.2453103623,                 0,                 0,                 0,     -0.1908269131,     0.04323469014,     -0.2453103623,                 0,      -5.673924377
          0,           0,           9,      -3.271260337,     -0.8633823721,     -0.9074462271,        2.23959785,            280000,     0.04326678304,     -0.2454956438,                 0,                 0,                 0,     -0.1910380031,     0.04326678304,     -0.2454956438,                 0,      -5.673998078
          0,           0,          10,      -3.655850438,      -1.268260788,      -1.324700546,       1.847924854,            280000,     0.04327895694,     -0.2455663445,                 0,                 0,                 0,     -0.1911196219,     0.04327895694,     -0.2455663445,                 0,      -5.674035647
          0,           0,          11,      -4.067026048,      -1.693327408,      -1.765275543,       1.432838505,            280000,     0.04328326028,     -0.2455914777,                 0,                 0,                 0,     -0.1911489571,     0.04328326028,     -0.2455914777,                 0,      -5.674052187
          0,           0,          12,      -4.505063025,      -2.139879787,      -2.227374682,      0.9930616516,            280000,     0.04328468631,     -0.2455998502,                 0,                 0,                 0,     -0.1911588225,     0.04328468631,     -0.2455998502,                 0,      -5.674058682
          0,           0,          13,       -4.97149869,      -2.611136438,       -2.71265173,      0.5260782998,            280000,     0.04328512631,     -0.2456024472,                 0,                 0,                 0,     -0.1911619087,     0.04328512631,     -0.2456024472,                 0,      -5.674061004
          0,           0,          14,      -5.465002113,      -3.107812254,      -3.222644422,     0.03234396498,            280000,     0.04328525335,     -0.2456032011,                 0,                 0,                 0,     -0.1911628116,     0.04328525335,     -0.2456032011,                 0,      -5.674061766
          0,           0,          15,      -5.985697983,      -3.630490457,      -3.758213619,     -0.4883952759,            280000,     0.04328528753,     -0.2456034051,                 0,                 0,                 0,     -0.1911630579,     0.04328528753,     -0.2456034051,                 0,      -5.674061999
          0,           0,          16,      -6.534468271,      -4.180343922,      -4.320944692,      -1.037081035,            280000,     0.04328529569,     -0.2456034542,                 0,                 0,                 0,     -0.1911631176,     0.04328529569,     -0.2456034542,                 0,      -5.674062063
          0,           0,          17,       -7.07488501,      -4.751405655,      -4.852714748,      -1.593127266,            280000,     0.04328529788,     -0.2456034675,                 0,                 0,                 0,     -0.1911631339,     0.04328529788,     -0.2456034675,                 0,      -5.674062083
          0,           0,          18,      -7.688884278,       -5.35732056,      -5.479819945,      -2.202202926,            280000,     0.04328529832,     -0.2456034702,                 0,                 0,                 0,     -0.1911631373,     0.04328529832,     -0.2456034702,                 0,      -5.674062088
          0,           0,          19,       -8.34804328,      -6.007744522,      -6.154068607,      -2.858046831,            280000,     0.04328529839,     -0.2456034706,                 0,                 0,                 0,     -0.1911631379,     0.04328529839,     -0.2456034706,                 0,       -5.67406209
          0,           0,          20,      -9.058027505,      -6.703282778,      -6.872449393,      -3.564183881,            280000,      0.0432852984,     -0.2456034707,                 0,                 0,                 0,     -0.1911631379,      0.0432852984,     -0.2456034707,                 0,       -5.67406209
