"Density","Energy","Mach","Momentum:0","Momentum:1","Momentum:2","Pressure","Pressure_Coefficient","Temperature","Velocity:0","Velocity:1","Velocity:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
1.1612,5.3079e+05,2.0028,807.54,-1.1364e-13,0,1e+05,-5.1971e-16,300,695.43,-9.7861e-14,0,1,0.13,0.13,0.5,0
1.1612,5.3079e+05,2.0028,807.54,-1.128e-13,0,1e+05,-5.1321e-16,300,695.43,-9.7141e-14,0,1,0.1325,0.1325,0.5,0
1.1612,5.3079e+05,2.0028,807.54,-1.1197e-13,0,1e+05,-5.0672e-16,300,695.43,-9.6421e-14,0,1,0.135,0.135,0.5,0
1.1612,5.3079e+05,2.0028,807.54,-1.1113e-13,0,1e+05,-5.0022e-16,300,695.43,-9.5701e-14,0,1,0.1375,0.1375,0.5,0
1.1612,5.3079e+05,2.0028,807.54,-1.1029e-13,0,1e+05,-4.9373e-16,300,695.43,-9.4982e-14,0,1,0.14,0.14,0.5,0
1.1612,5.3079e+05,2.0028,807.54,-1.0733e-13,0,1e+05,-4.8398e-16,300,695.43,-9.2433e-14,0,1,0.1425,0.1425,0.5,0
1.1612,5.3079e+05,2.0028,807.54,-1.0437e-13,0,1e+05,-4.7424e-16,300,695.43,-8.9885e-14,0,1,0.145,0.145,0.5,0
1.1612,5.3079e+05,2.0028,807.54,-1.0142e-13,0,1e+05,-4.6449e-16,300,695.43,-8.7336e-14,0,1,0.1475,0.1475,0.5,0
1.1612,5.3079e+05,2.0028,807.54,-9.8456e-14,0,1e+05,-4.5475e-16,300,695.43,-8.4788e-14,0,1,0.15,0.15,0.5,0
1.1612,5.3079e+05,2.0028,807.54,-9.5497e-14,0,1e+05,-4.45e-16,300,695.43,-8.2239e-14,0,1,0.1525,0.1525,0.5,0
1.1612,5.3079e+05,2.0028,807.54,-9.2538e-14,0,1e+05,-4.3526e-16,300,695.43,-7.9691e-14,0,1,0.155,0.155,0.5,0
1.1612,5.3079e+05,2.0028,807.54,-8.9578e-14,0,1e+05,-4.2551e-16,300,695.43,-7.7143e-14,0,1,0.1575,0.1575,0.5,0
1.1612,5.3079e+05,2.0028,807.54,-8.6619e-14,0,1e+05,-4.1577e-16,300,695.43,-7.4594e-14,0,1,0.16,0.16,0.5,0
1.1612,5.3079e+05,2.0028,807.54,-7.1683e-14,0,1e+05,-3.7029e-16,300,695.43,-6.1731e-14,0,1,0.1625,0.1625,0.5,0
1.1612,5.3079e+05,2.0028,807.54,-5.6746e-14,0,1e+05,-3.2482e-16,300,695.43,-4.8868e-14,0,1,0.165,0.165,0.5,0
1.1612,5.3079e+05,2.0028,807.54,-4.1809e-14,0,1e+05,-2.7934e-16,300,695.43,-3.6005e-14,0,1,0.1675,0.1675,0.5,0
1.1612,5.3079e+05,2.0028,807.54,-2.6873e-14,0,1e+05,-2.3387e-16,300,695.43,-2.3142e-14,0,1,0.17,0.17,0.5,0
1.1612,5.3079e+05,2.0028,807.54,-1.1936e-14,0,1e+05,-1.884e-16,300,695.43,-1.0279e-14,0,1,0.1725,0.1725,0.5,0
1.1612,5.3079e+05,2.0028,807.54,3.0008e-15,0,1e+05,-1.4292e-16,300,695.43,2.5842e-15,0,1,0.175,0.175,0.5,0
1.1612,5.3079e+05,2.0028,807.54,1.7937e-14,0,1e+05,-9.7446e-17,300,695.43,1.5447e-14,0,1,0.1775,0.1775,0.5,0
1.1612,5.3079e+05,2.0028,807.54,3.2874e-14,0,1e+05,-5.1971e-17,300,695.43,2.831e-14,0,1,0.18,0.18,0.5,0
1.1612,5.3079e+05,2.0028,807.54,3.7122e-14,0,1e+05,-5.1971e-17,300,695.43,3.1968e-14,0,1,0.1825,0.1825,0.5,0
1.1612,5.3079e+05,2.0028,807.54,4.1369e-14,0,1e+05,-5.1971e-17,300,695.43,3.5626e-14,0,1,0.185,0.185,0.5,0
1.1612,5.3079e+05,2.0028,807.54,4.5616e-14,0,1e+05,-5.1971e-17,300,695.43,3.9284e-14,0,1,0.1875,0.1875,0.5,0
1.1612,5.3079e+05,2.0028,807.54,4.9864e-14,0,1e+05,-5.1971e-17,300,695.43,4.2941e-14,0,1,0.19,0.19,0.5,0
1.1612,5.3079e+05,2.0028,807.54,5.4111e-14,0,1e+05,-5.1971e-17,300,695.43,4.6599e-14,0,1,0.1925,0.1925,0.5,0
1.1612,5.3079e+05,2.0028,807.54,5.8358e-14,0,1e+05,-5.1971e-17,300,695.43,5.0257e-14,0,1,0.195,0.195,0.5,0
1.1612,5.3079e+05,2.0028,807.54,6.2606e-14,0,1e+05,-5.1971e-17,300,695.43,5.3915e-14,0,1,0.1975,0.1975,0.5,0
1.1612,5.3079e+05,2.0028,807.54,6.6853e-14,0,1e+05,-5.1971e-17,300,695.43,5.7572e-14,0,1,0.2,0.2,0.5,0
1.1612,5.3079e+05,2.0028,807.54,7.3546e-14,0,1e+05,-5.1971e-17,300,695.43,6.3336e-14,0,1,0.2025,0.2025,0.5,0
1.1612,5.3079e+05,2.0028,807.54,8.0239e-14,0,1e+05,-5.1971e-17,300,695.43,6.91e-14,0,1,0.205,0.205,0.5,0
1.1612,5.3079e+05,2.0028,807.54,8.6932e-14,0,1e+05,-5.1971e-17,300,695.43,7.4864e-14,0,1,0.2075,0.2075,0.5,0
1.1612,5.3079e+05,2.0028,807.54,9.3626e-14,0,1e+05,-5.1971e-17,300,695.43,8.0628e-14,0,1,0.21,0.21,0.5,0
1.1612,5.3079e+05,2.0028,807.54,1.0032e-13,0,1e+05,-5.1971e-17,300,695.43,8.6392e-14,0,1,0.2125,0.2125,0.5,0
1.1612,5.3079e+05,2.0028,807.54,1.0701e-13,0,1e+05,-5.1971e-17,300,695.43,9.2156e-14,0,1,0.215,0.215,0.5,0
1.1612,5.3079e+05,2.0028,807.54,1.137e-13,0,1e+05,-5.1971e-17,300,695.43,9.792e-14,0,1,0.2175,0.2175,0.5,0
1.1612,5.3079e+05,2.0028,807.54,1.204e-13,0,1e+05,-5.1971e-17,300,695.43,1.0368e-13,0,1,0.22,0.22,0.5,0
1.1612,5.3079e+05,2.0028,807.54,1.3334e-13,0,1e+05,-3.573e-17,300,695.43,1.1483e-13,0,1,0.2225,0.2225,0.5,0
1.1612,5.3079e+05,2.0028,807.54,1.4628e-13,0,1e+05,-1.9489e-17,300,695.43,1.2597e-13,0,1,0.225,0.225,0.5,0
1.1612,5.3079e+05,2.0028,807.54,1.5923e-13,0,1e+05,-3.2481e-18,300,695.43,1.3712e-13,0,1,0.2275,0.2275,0.5,0
1.1612,5.3079e+05,2.0028,807.54,1.7217e-13,0,1e+05,1.2993e-17,300,695.43,1.4827e-13,0,1,0.23,0.23,0.5,0
1.1612,5.3079e+05,2.0028,807.54,1.8511e-13,0,1e+05,2.9234e-17,300,695.43,1.5941e-13,0,1,0.2325,0.2325,0.5,0
1.1612,5.3079e+05,2.0028,807.54,1.9805e-13,0,1e+05,4.5475e-17,300,695.43,1.7056e-13,0,1,0.235,0.235,0.5,0
1.1612,5.3079e+05,2.0028,807.54,2.1099e-13,0,1e+05,6.1716e-17,300,695.43,1.817e-13,0,1,0.2375,0.2375,0.5,0
1.1612,5.3079e+05,2.0028,807.54,2.2394e-13,0,1e+05,7.7957e-17,300,695.43,1.9285e-13,0,1,0.24,0.24,0.5,0
1.1612,5.3079e+05,2.0028,807.54,1.9374e-13,0,1e+05,-3.2486e-18,300,695.43,1.6684e-13,0,1,0.2425,0.2425,0.5,0
1.1612,5.3079e+05,2.0028,807.54,1.6354e-13,0,1e+05,-8.4453e-17,300,695.43,1.4083e-13,0,1,0.245,0.245,0.5,0
1.1612,5.3079e+05,2.0028,807.54,1.3334e-13,0,1e+05,-1.6566e-16,300,695.43,1.1483e-13,0,1,0.2475,0.2475,0.5,0
1.1612,5.3079e+05,2.0028,807.54,1.0314e-13,0,1e+05,-2.4686e-16,300,695.43,8.8819e-14,0,1,0.25,0.25,0.5,0
1.1612,5.3079e+05,2.0028,807.54,7.2937e-14,0,1e+05,-3.2807e-16,300,695.43,6.2812e-14,0,1,0.2525,0.2525,0.5,0
1.1612,5.3079e+05,2.0028,807.54,4.2737e-14,0,1e+05,-4.0927e-16,300,695.43,3.6804e-14,0,1,0.255,0.255,0.5,0
1.1612,5.3079e+05,2.0028,807.54,1.2537e-14,0,1e+05,-4.9048e-16,300,695.43,1.0797e-14,0,1,0.2575,0.2575,0.5,0
1.1612,5.3079e+05,2.0028,807.54,-1.7663e-14,0,1e+05,-5.7168e-16,300,695.43,-1.5211e-14,0,1,0.26,0.26,0.5,0
1.1612,5.3079e+05,2.0028,807.54,3.5317e-14,0,1e+05,-4.9373e-16,300,695.43,3.0414e-14,0,1,0.2625,0.2625,0.5,0
1.1612,5.3079e+05,2.0028,807.54,8.8297e-14,0,1e+05,-4.1577e-16,300,695.43,7.604e-14,0,1,0.265,0.265,0.5,0
1.1612,5.3079e+05,2.0028,807.54,1.4128e-13,0,1e+05,-3.3781e-16,300,695.43,1.2167e-13,0,1,0.2675,0.2675,0.5,0
1.1612,5.3079e+05,2.0028,807.54,1.9426e-13,0,1e+05,-2.5986e-16,300,695.43,1.6729e-13,0,1,0.27,0.27,0.5,0
1.1612,5.3079e+05,2.0028,807.54,2.4724e-13,0,1e+05,-1.819e-16,300,695.43,2.1292e-13,0,1,0.2725,0.2725,0.5,0
1.1612,5.3079e+05,2.0028,807.54,3.0022e-13,0,1e+05,-1.0394e-16,300,695.43,2.5854e-13,0,1,0.275,0.275,0.5,0
1.1612,5.3079e+05,2.0028,807.54,3.532e-13,0,1e+05,-2.5985e-17,300,695.43,3.0417e-13,0,1,0.2775,0.2775,0.5,0
1.1612,5.3079e+05,2.0028,807.54,4.0618e-13,0,1e+05,5.1971e-17,300,695.43,3.4979e-13,0,1,0.28,0.28,0.5,0
1.1612,5.3079e+05,2.0028,807.54,4.1128e-13,0,1e+05,1.1369e-16,300,695.43,3.5418e-13,0,1,0.2825,0.2825,0.5,0
1.1612,5.3079e+05,2.0028,807.54,4.1638e-13,0,1e+05,1.754e-16,300,695.43,3.5857e-13,0,1,0.285,0.285,0.5,0
1.1612,5.3079e+05,2.0028,807.54,4.2148e-13,0,1e+05,2.3712e-16,300,695.43,3.6296e-13,0,1,0.2875,0.2875,0.5,0
