"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   
          0,           0,           0,       -1.40061052,      0.5339898925,   0.0006598811737,       4.045576162
          0,           0,           1,      -1.786740786,      0.5935467495,      0.7932451503,        3.67318051
          0,           0,           2,      -1.756190301,      0.7085325888,      0.7598276065,       3.702148537
          0,           0,           3,      -1.762685243,      0.7820832083,       0.817690641,       3.689644219
          0,           0,           4,      -1.735546336,      0.7974168602,      0.8144570313,       3.710310426
          0,           0,           5,      -1.707865931,      0.7751660172,      0.7901699545,       3.739282864
          0,           0,           6,      -1.688518968,      0.7722233633,      0.7905914133,       3.766825155
          0,           0,           7,      -1.691413799,      0.7824870491,      0.8267729029,       3.764179658
          0,           0,           8,      -1.684031142,       0.766438904,      0.8340183116,       3.759659367
          0,           0,           9,      -1.668238752,      0.7502828735,      0.8090488579,       3.771782648
          0,           0,          10,      -1.660576056,      0.7834915181,      0.8142491258,       3.788648631
          0,           0,          11,      -1.656086182,      0.8228383498,      0.8527383569,       3.796918808
          0,           0,          12,      -1.657487738,      0.8244331118,      0.8625891896,       3.786517027
          0,           0,          13,      -1.673230029,      0.7878969683,       0.816525675,       3.760289238
          0,           0,          14,      -1.698065033,       0.734438567,      0.7307963872,       3.737343767
          0,           0,          15,      -1.722927262,      0.7047091274,      0.6803040326,       3.725541117
          0,           0,          16,      -1.743645194,      0.7188563471,      0.7105210984,       3.713039928
          0,           0,          17,      -1.759935347,      0.7421834781,       0.748042439,       3.690537773
          0,           0,          18,      -1.777946217,      0.7418968607,      0.7465781999,       3.658111346
          0,           0,          19,      -1.815519146,      0.7105671773,      0.7023078619,       3.610304103
          0,           0,          20,      -1.858027675,       0.659753504,      0.6351798785,       3.566802717
          0,           0,          21,      -1.904719139,      0.6011265613,      0.5609335148,       3.527171811
          0,           0,          22,      -1.956475844,      0.5532685773,      0.4999982439,       3.486405289
          0,           0,          23,      -2.002968017,       0.531164739,      0.4713593707,       3.449186451
          0,           0,          24,      -2.037498789,        0.52821848,      0.4710964508,       3.415739568
          0,           0,          25,      -2.062812854,      0.5302066014,      0.4805412819,        3.38424276
          0,           0,          26,      -2.080360631,      0.5376978194,      0.4954088561,       3.357588303
          0,           0,          27,      -2.093133555,      0.5454040111,      0.5085340568,       3.335257193
          0,           0,          28,      -2.104069437,      0.5490310791,      0.5154952382,        3.31630467
          0,           0,          29,      -2.114397788,      0.5462942505,      0.5140365629,       3.301010182
          0,           0,          30,       -2.12565666,      0.5347586399,       0.501927924,       3.288272568
          0,           0,          31,      -2.138390204,      0.5138548732,      0.4784862153,       3.277481569
          0,           0,          32,      -2.153235839,      0.4840841137,      0.4439411586,       3.267384761
          0,           0,          33,      -2.170790047,       0.447345578,      0.4001238021,       3.256494246
          0,           0,          34,      -2.190914882,      0.4073247616,      0.3511970395,       3.244500248
          0,           0,          35,      -2.213026053,      0.3714306202,      0.3084532446,       3.230517049
          0,           0,          36,      -2.235139356,       0.347996317,        0.28517248,         3.2152801
          0,           0,          37,      -2.254809497,      0.3418123288,      0.2874472723,       3.199871013
          0,           0,          38,      -2.270210041,      0.3501291809,      0.3077333582,       3.185075426
          0,           0,          39,      -2.280208443,      0.3664158145,      0.3341682256,       3.172128919
          0,           0,          40,      -2.287736922,      0.3812552054,      0.3548895929,       3.158531912
          0,           0,          41,      -2.295664869,      0.3894767639,       0.364978903,       3.143046056
          0,           0,          42,      -2.306428437,      0.3890358559,      0.3630659038,       3.124953073
          0,           0,          43,      -2.321260983,      0.3797728041,      0.3494288422,       3.104462442
          0,           0,          44,      -2.339454595,      0.3627075118,      0.3247509541,       3.083654202
          0,           0,          45,      -2.359762408,      0.3389193948,      0.2905991658,         3.0643676
          0,           0,          46,       -2.37922944,      0.3107741291,      0.2497435906,       3.049625863
          0,           0,          47,      -2.395315665,      0.2818980661,      0.2070840076,       3.041006555
