"PointID","x","y","Density","Momentum_x","Momentum_y","Energy"
0, 9.997500181200000e-01, -3.632896519016437e-05, 1.368713796052138e+00, 6.882412561961245e+01, 9.997091077161949e+00, 2.736370046922370e+05
1, 9.990000128750000e-01, -1.452537504052920e-04, 1.321851792310860e+00, 8.787901981779439e+01, 1.275258187293365e+01, 2.646328835412099e+05
2, 9.977599978450000e-01, -3.251111630156300e-04, 1.319428974322403e+00, 9.875788316112536e+01, 1.430814502621037e+01, 2.643753583582534e+05
3, 9.960200190539999e-01, -5.769983605901485e-04, 1.313491353978529e+00, 1.027578211618136e+02, 1.485413705801012e+01, 2.632847556550138e+05
4, 9.937800168990000e-01, -9.004365425509819e-04, 1.311304961343993e+00, 1.056398177703363e+02, 1.522666085468001e+01, 2.629170591281065e+05
5, 9.910500049590000e-01, -1.293363843462116e-03, 1.309494418357311e+00, 1.077692931230824e+02, 1.547905082224542e+01, 2.626078969614345e+05
6, 9.878399968150000e-01, -1.753609743384430e-03, 1.308137655720057e+00, 1.094780184328880e+02, 1.565940386326593e+01, 2.623796434831062e+05
7, 9.841300249100000e-01, -2.283176811071472e-03, 1.306969708132886e+00, 1.109063075115014e+02, 1.578859292845212e+01, 2.621826186164622e+05
8, 9.799500107769999e-01, -2.876826092032643e-03, 1.305947415143728e+00, 1.121385106432183e+02, 1.587858435228388e+01, 2.620100658782742e+05
9, 9.752799868580000e-01, -3.536324145770189e-03, 1.305037472452280e+00, 1.132306743747318e+02, 1.593825826482014e+01, 2.618566134520291e+05
10, 9.701499938960000e-01, -4.256268552403566e-03, 1.304213689531279e+00, 1.142116167303358e+02, 1.597158906165786e+01, 2.617176830695978e+05
11, 9.645400047300000e-01, -5.038225493362627e-03, 1.303457320853507e+00, 1.151012433485935e+02, 1.598220094873367e+01, 2.615899877165293e+05
12, 9.584699869160000e-01, -5.878077433056352e-03, 1.302762158401006e+00, 1.159170748297599e+02, 1.597266187589172e+01, 2.614726889961856e+05
13, 9.519400000570000e-01, -6.774428848839826e-03, 1.302116207131522e+00, 1.166675189088434e+02, 1.594477299634509e+01, 2.613635833552715e+05
14, 9.449599981310000e-01, -7.724467125531491e-03, 1.301516140757403e+00, 1.173630634802257e+02, 1.590041234187874e+01, 2.612622510663872e+05
15, 9.375399947170000e-01, -8.725349486403867e-03, 1.300955712501857e+00, 1.180092024653686e+02, 1.584086021626927e+01, 2.611675713360487e+05
16, 9.296900033950000e-01, -9.774221272349531e-03, 1.300431229579724e+00, 1.186117949838700e+02, 1.576723581561608e+01, 2.610789446433001e+05
17, 9.214000105860000e-01, -1.087086069705918e-02, 1.299937808465162e+00, 1.191757028013361e+02, 1.568089195221084e+01, 2.609955151166069e+05
18, 9.126999974250000e-01, -1.200973104171110e-02, 1.299474776102225e+00, 1.197055530857523e+02, 1.558253772229549e+01, 2.609172575823261e+05
19, 9.035800099370001e-01, -1.319055953446835e-02, 1.299037705086109e+00, 1.202030731961163e+02, 1.547314853028414e+01, 2.608433299711261e+05
20, 8.940600156780000e-01, -1.440916392228702e-02, 1.298626282987952e+00, 1.206713285301702e+02, 1.535335765254725e+01, 2.607737423940898e+05
21, 8.841500282290000e-01, -1.566269158090452e-02, 1.298239301108910e+00, 1.211130376755879e+02, 1.522390268341453e+01, 2.607083203672655e+05
22, 8.738499879840000e-01, -1.694956337677533e-02, 1.297871368463906e+00, 1.215298907351072e+02, 1.508543501316899e+01, 2.606460340948846e+05
23, 8.631799817090000e-01, -1.826569132102762e-02, 1.297526312319208e+00, 1.219245624346077e+02, 1.493857857407841e+01, 2.605877092105326e+05
24, 8.521599769590000e-01, -1.960709133914372e-02, 1.297198237109976e+00, 1.222970861368758e+02, 1.478339783060531e+01, 2.605321719330446e+05
25, 8.407700061800000e-01, -2.097463226217677e-02, 1.296889100398901e+00, 1.226510478131723e+02, 1.462086958631132e+01, 2.604799049513632e+05
26, 8.290500044819999e-01, -2.236196298315981e-02, 1.296595656547106e+00, 1.229860196578190e+02, 1.445078479254866e+01, 2.604302482379645e+05
27, 8.170099854470000e-01, -2.376642068849115e-02, 1.296317978072095e+00, 1.233041501583712e+02, 1.427353881828998e+01, 2.603832717910622e+05
28, 8.046399950980000e-01, -2.518763605296113e-02, 1.296053966009371e+00, 1.236060724127276e+02, 1.408935918230317e+01, 2.603385741191647e+05
29, 7.919700145720000e-01, -2.662062628442961e-02, 1.295803595946539e+00, 1.238937371557808e+02, 1.389819455917907e+01, 2.602962006452637e+05
30, 7.790099978450000e-01, -2.806276676215449e-02, 1.295566736783641e+00, 1.241648697184707e+02, 1.369988569317063e+01, 2.602560604222763e+05
31, 7.657799720760000e-01, -2.951033727360171e-02, 1.295346128024489e+00, 1.244242640347894e+02, 1.349463104994097e+01, 2.602188259983970e+05
32, 7.522799968720000e-01, -3.096181144522562e-02, 1.295133381585537e+00, 1.246702523958824e+02, 1.328200679637590e+01, 2.601827860668331e+05
33, 7.385200262070000e-01, -3.241453277608040e-02, 1.294935622916557e+00, 1.249064182300356e+02, 1.306207744311766e+01, 2.601494504449916e+05
34, 7.245299816130000e-01, -3.386376679305321e-02, 1.294742997154925e+00, 1.251310261734621e+02, 1.283417101482439e+01, 2.601168152746068e+05
35, 7.103199958800001e-01, -3.530689307158652e-02, 1.294564749209106e+00, 1.253440985077116e+02, 1.259781766627833e+01, 2.600867116364766e+05
36, 6.958900094030001e-01, -3.674225211597043e-02, 1.294393497461158e+00, 1.255473954053375e+02, 1.235274261236664e+01, 2.600577237824262e+05
37, 6.812700033190000e-01, -3.816515293304169e-02, 1.294233813859169e+00, 1.257399350187900e+02, 1.209804450717888e+01, 2.600307280414950e+05
38, 6.664699912070000e-01, -3.957289370556494e-02, 1.294083109637016e+00, 1.259249195476222e+02, 1.183343030298004e+01, 2.600052996332380e+05
39, 6.514999866490000e-01, -4.096270419333766e-02, 1.293939654115497e+00, 1.260977789917680e+02, 1.155771134192706e+01, 2.599809659552881e+05
40, 6.363800168040000e-01, -4.233084266562091e-02, 1.293808871072955e+00, 1.262649102010170e+02, 1.127065872270125e+01, 2.599589801177851e+05
41, 6.211299896240000e-01, -4.367359094194759e-02, 1.293682682319996e+00, 1.264184936468540e+02, 1.097069030592774e+01, 2.599375204011546e+05
42, 6.057599782940000e-01, -4.498807223669178e-02, 1.293571267164076e+00, 1.265667150568340e+02, 1.065759418878450e+01, 2.599188334494267e+05
43, 5.902799963950000e-01, -4.627132533375768e-02, 1.293463798287244e+00, 1.267002101369022e+02, 1.032959603366356e+01, 2.599005094907408e+05
44, 5.747100114820000e-01, -4.751950934859488e-02, 1.293372791782403e+00, 1.268280207939608e+02, 9.986309773731358e+00, 2.598852831103867e+05
45, 5.590599775310000e-01, -4.872955796694115e-02, 1.293285910647923e+00, 1.269392996607121e+02, 9.626043575774005e+00, 2.598704045580713e+05
46, 5.433599948880000e-01, -4.989683951066199e-02, 1.293217902187076e+00, 1.270436227589324e+02, 9.248215579725438e+00, 2.598590665553038e+05
47, 5.276100039480000e-01, -5.101897737545535e-02, 1.293153277988008e+00, 1.271287766375344e+02, 8.851194340294331e+00, 2.598478573717385e+05
48, 5.118399858470000e-01, -5.209138375948307e-02, 1.293112424571016e+00, 1.272051261983822e+02, 8.434223010658373e+00, 2.598411106560053e+05
49, 4.960500001910000e-01, -5.311153541819326e-02, 1.293075348498258e+00, 1.272605108259550e+02, 7.995755576394826e+00, 2.598345246950984e+05
50, 4.802699983120000e-01, -5.407492053959814e-02, 1.293065782521260e+00, 1.273056794911415e+02, 7.535088909609655e+00, 2.598331090158194e+05
51, 4.645099937920000e-01, -5.497835513414191e-02, 1.293062489597789e+00, 1.273271389857165e+02, 7.050415995527803e+00, 2.598322791796873e+05
52, 4.487800002100000e-01, -5.581859897363720e-02, 1.293088814891420e+00, 1.273337171329036e+02, 6.541317061165757e+00, 2.598369165936703e+05
53, 4.331099987030000e-01, -5.659141825851464e-02, 1.293126467007588e+00, 1.273140434312582e+02, 6.005775916679039e+00, 2.598430821534460e+05
54, 4.174999892710000e-01, -5.729416860686566e-02, 1.293194166797140e+00, 1.272731218020688e+02, 5.443334187688929e+00, 2.598546356893726e+05
55, 4.019699990750000e-01, -5.792324246601335e-02, 1.293283358519107e+00, 1.272058110392502e+02, 4.852561505170821e+00, 2.598697465829799e+05
