"PointID","x","y","Density","Momentum_x","Momentum_y","Energy"
0, 9.997500181200000e-01, -3.632896519016437e-05, 1.372339513924863e+00, 8.417507195334272e+01, 1.222690231322647e+01, 2.746110638218099e+05
1, 9.990000128750000e-01, -1.452537504052920e-04, 1.312281660355162e+00, 9.687143713052366e+01, 1.405751834416234e+01, 2.629161264386742e+05
2, 9.977599978450000e-01, -3.251111630156300e-04, 1.313861844806907e+00, 1.067765358401882e+02, 1.546989578244845e+01, 2.634540674343273e+05
3, 9.960200190539999e-01, -5.769983605901485e-04, 1.308129250487935e+00, 1.095580205234449e+02, 1.583713856774667e+01, 2.623826120189517e+05
4, 9.937800168990000e-01, -9.004365425509819e-04, 1.306738737568217e+00, 1.114636078181289e+02, 1.606608748204812e+01, 2.621533942175796e+05
5, 9.910500049590000e-01, -1.293363843462116e-03, 1.305591970924541e+00, 1.126849834535680e+02, 1.618509814098300e+01, 2.619561441126461e+05
6, 9.878399968150000e-01, -1.753609743384430e-03, 1.304872674760696e+00, 1.135745114927449e+02, 1.624535381162812e+01, 2.618356346797290e+05
7, 9.841300249100000e-01, -2.283176811071472e-03, 1.304287594838552e+00, 1.142484222526023e+02, 1.626437550882251e+01, 2.617364092162446e+05
8, 9.799500107769999e-01, -2.876826092032643e-03, 1.303840763815463e+00, 1.147907986902387e+02, 1.625414292926004e+01, 2.616613160328209e+05
9, 9.752799868580000e-01, -3.536324145770189e-03, 1.303466333235026e+00, 1.152350430022522e+02, 1.622039157383278e+01, 2.615980988835402e+05
10, 9.701499938960000e-01, -4.256268552403566e-03, 1.303160652569589e+00, 1.156076599835082e+02, 1.616681464194919e+01, 2.615466859808815e+05
11, 9.645400047300000e-01, -5.038225493362627e-03, 1.302901923223368e+00, 1.159206471330023e+02, 1.609597796416206e+01, 2.615030467399239e+05
12, 9.584699869160000e-01, -5.878077433056352e-03, 1.302687666042961e+00, 1.161859564419498e+02, 1.600971211273309e+01, 2.614669869742350e+05
13, 9.519400000570000e-01, -6.774428848839826e-03, 1.302508492011936e+00, 1.164092132250209e+02, 1.590947075000431e+01, 2.614367839075412e+05
14, 9.449599981310000e-01, -7.724467125531491e-03, 1.302362158045107e+00, 1.165964742500312e+02, 1.579655441166429e+01, 2.614121457975743e+05
15, 9.375399947170000e-01, -8.725349486403867e-03, 1.302244442838579e+00, 1.167511220167562e+02, 1.567198290745593e+01, 2.613923211756381e+05
16, 9.296900033950000e-01, -9.774221272349531e-03, 1.302153298995105e+00, 1.168762587436598e+02, 1.553652849709511e+01, 2.613769832106110e+05
17, 9.214000105860000e-01, -1.087086069705918e-02, 1.302086234598819e+00, 1.169743349423977e+02, 1.539124053223246e+01, 2.613657021653186e+05
18, 9.126999974250000e-01, -1.200973104171110e-02, 1.302042087507061e+00, 1.170472934357294e+02, 1.523650171808252e+01, 2.613582975967947e+05
19, 9.035800099370001e-01, -1.319055953446835e-02, 1.302019111371377e+00, 1.170963258987835e+02, 1.507323227939504e+01, 2.613544563687450e+05
20, 8.940600156780000e-01, -1.440916392228702e-02, 1.302016389674511e+00, 1.171231019098953e+02, 1.490190664925848e+01, 2.613540412344994e+05
21, 8.841500282290000e-01, -1.566269158090452e-02, 1.302032952703051e+00, 1.171281703128052e+02, 1.472300505833775e+01, 2.613568759266085e+05
22, 8.738499879840000e-01, -1.694956337677533e-02, 1.302068322912893e+00, 1.171129186916266e+02, 1.453715882931284e+01, 2.613629042087197e+05
23, 8.631799817090000e-01, -1.826569132102762e-02, 1.302120894285001e+00, 1.170781905531704e+02, 1.434478593948034e+01, 2.613718316052352e+05
24, 8.521599769590000e-01, -1.960709133914372e-02, 1.302191262130382e+00, 1.170244733295583e+02, 1.414603895968443e+01, 2.613837906155949e+05
25, 8.407700061800000e-01, -2.097463226217677e-02, 1.302277794821585e+00, 1.169527589382130e+02, 1.394159337961296e+01, 2.613984867224601e+05
26, 8.290500044819999e-01, -2.236196298315981e-02, 1.302380725958846e+00, 1.168628183685979e+02, 1.373131225153966e+01, 2.614159618159541e+05
27, 8.170099854470000e-01, -2.376642068849115e-02, 1.302498981102777e+00, 1.167565679557954e+02, 1.351559864665299e+01, 2.614360551714483e+05
28, 8.046399950980000e-01, -2.518763605296113e-02, 1.302633422937583e+00, 1.166322639810959e+02, 1.329444280041564e+01, 2.614588953867736e+05
29, 7.919700145720000e-01, -2.662062628442961e-02, 1.302781356655074e+00, 1.164916680088196e+02, 1.306784268258841e+01, 2.614839954461231e+05
30, 7.790099978450000e-01, -2.806276676215449e-02, 1.302943580378624e+00, 1.163345589395940e+02, 1.283591859156068e+01, 2.615115111957188e+05
31, 7.657799720760000e-01, -2.951033727360171e-02, 1.303118763539712e+00, 1.161600603535968e+02, 1.259832372223014e+01, 2.615411580261083e+05
32, 7.522799968720000e-01, -3.096181144522562e-02, 1.303307585703517e+00, 1.159698578740618e+02, 1.235509201960244e+01, 2.615731168214084e+05
33, 7.385200262070000e-01, -3.241453277608040e-02, 1.303514461033601e+00, 1.157644344960777e+02, 1.210605531704164e+01, 2.616082784235775e+05
