"PointID","x","y","Density","Momentum_x","Momentum_y","Energy"
0, 9.997500181200000e-01, -3.632896519016437e-05, 1.368864144433132e+00, 6.873114161717378e+01, 9.983584628184463e+00, 2.736659401571034e+05
1, 9.990000128750000e-01, -1.452537504052920e-04, 1.322030905463867e+00, 8.760791597211296e+01, 1.271324058310896e+01, 2.646636005863358e+05
2, 9.977599978450000e-01, -3.251111630156300e-04, 1.319740347437040e+00, 9.839601465368226e+01, 1.425571713975563e+01, 2.644296933573181e+05
3, 9.960200190539999e-01, -5.769983605901485e-04, 1.313877726987528e+00, 1.023136872688647e+02, 1.478993536860630e+01, 2.633517401511251e+05
4, 9.937800168990000e-01, -9.004365425509819e-04, 1.311768217699222e+00, 1.051180456255683e+02, 1.515145391415863e+01, 2.629971770987438e+05
5, 9.910500049590000e-01, -1.293363843462116e-03, 1.310027755243205e+00, 1.071713641172418e+02, 1.539316946215310e+01, 2.626998318604722e+05
6, 9.878399968150000e-01, -1.753609743384430e-03, 1.308741632090859e+00, 1.088070856287494e+02, 1.556343566896145e+01, 2.624835750466628e+05
7, 9.841300249100000e-01, -2.283176811071472e-03, 1.307641965931910e+00, 1.101625100188881e+02, 1.568270611195178e+01, 2.622980726956086e+05
8, 9.799500107769999e-01, -2.876826092032643e-03, 1.306690008508193e+00, 1.113228075374596e+02, 1.576308245648730e+01, 2.621374634098067e+05
9, 9.752799868580000e-01, -3.536324145770189e-03, 1.305849709459691e+00, 1.123427218752218e+02, 1.581327078821658e+01, 2.619957967876617e+05
10, 9.701499938960000e-01, -4.256268552403566e-03, 1.305096626942020e+00, 1.132513628483609e+02, 1.583730516973239e+01, 2.618688495970300e+05
11, 9.645400047300000e-01, -5.038225493362627e-03, 1.304411581935375e+00, 1.140683120630577e+02, 1.583877491013024e+01, 2.617532414314079e+05
12, 9.584699869160000e-01, -5.878077433056352e-03, 1.303788583485516e+00, 1.148109079137873e+02, 1.582023886010267e+01, 2.616481724892571e+05
13, 9.519400000570000e-01, -6.774428848839826e-03, 1.303215682185164e+00, 1.154876097946836e+02, 1.578351660589716e+01, 2.615514508819304e+05
14, 9.449599981310000e-01, -7.724467125531491e-03, 1.302689481564880e+00, 1.161087415742009e+02, 1.573047612068890e+01, 2.614626389918666e+05
15, 9.375399947170000e-01, -8.725349486403867e-03, 1.302203837416265e+00, 1.166797985396672e+02, 1.566240886401703e+01, 2.613806374099707e+05
16, 9.296900033950000e-01, -9.774221272349531e-03, 1.301755066216566e+00, 1.172065657022662e+02, 1.558043667425828e+01, 2.613048470834114e+05
17, 9.214000105860000e-01, -1.087086069705918e-02, 1.301338517172242e+00, 1.176937722684213e+02, 1.548590260437196e+01, 2.612344552353697e+05
18, 9.126999974250000e-01, -1.200973104171110e-02, 1.300953305971683e+00, 1.181458345690367e+02, 1.537950309277152e+01, 2.611693895189048e+05
19, 9.035800099370001e-01, -1.319055953446835e-02, 1.300595267707972e+00, 1.185646536112656e+02, 1.526224286109113e+01, 2.611088654246970e+05
20, 8.940600156780000e-01, -1.440916392228702e-02, 1.300263948117769e+00, 1.189531777253523e+02, 1.513475242023120e+01, 2.610528622894550e+05
