"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   
          0,           0,           0,      -1.226340427,      0.7306043509,     0.02105328478,       4.219846255
          0,           0,           1,      -1.601845591,      0.7272529503,       0.973253468,       3.855981013
          0,           0,           2,      -1.564066206,      0.8896466799,      0.9678592944,       3.894969219
          0,           0,           3,       -1.56543886,      0.9960783078,       1.046513392,       3.888902285
          0,           0,           4,      -1.534488965,        1.03228222,       1.051006919,       3.910509586
          0,           0,           5,      -1.510521393,       1.018361143,       1.022713375,       3.933531332
          0,           0,           6,      -1.500305851,      0.9931263987,        1.00943208,       3.951182708
          0,           0,           7,      -1.505632937,      0.9712888396,       1.031704075,       3.948171246
          0,           0,           8,      -1.505865257,      0.9598393844,       1.045709669,       3.940363626
          0,           0,           9,      -1.505733556,      0.9733739477,       1.037609896,       3.935890351
          0,           0,          10,      -1.510533712,      0.9976481609,       1.029423593,       3.934984561
          0,           0,          11,      -1.516669958,       1.007004104,       1.026807322,       3.931365855
          0,           0,          12,      -1.532500359,      0.9991928253,       1.008844735,       3.910668042
          0,           0,          13,      -1.567547136,      0.9761399572,      0.9595400097,        3.86836459
          0,           0,          14,      -1.604121947,      0.9455314149,      0.8934897476,       3.829187881
          0,           0,          15,      -1.638690184,      0.9165696098,      0.8320372635,       3.799994573
          0,           0,          16,      -1.675157825,      0.8992472591,       0.806902067,       3.773524371
          0,           0,          17,       -1.70946068,      0.8996624507,      0.8231669162,       3.746395411
          0,           0,          18,      -1.734500359,      0.9115690861,      0.8522388931,       3.719273862
          0,           0,          19,      -1.747071231,       0.919781063,      0.8670678988,       3.695524954
          0,           0,          20,      -1.761809357,      0.9082008272,      0.8591114239,        3.66801698
          0,           0,          21,      -1.773553163,      0.8917223539,      0.8411516179,       3.647559267
          0,           0,          22,      -1.786606247,      0.8715626277,      0.8150784949,        3.63174076
          0,           0,          23,      -1.804934255,      0.8490526744,      0.7825719991,        3.61605287
