"PointID","x","y","Density","Momentum_x","Momentum_y","Energy"
165, 7.385200262070000e-01, 3.241453277608040e-02, 1.274876188027737e+00, 1.387043690932730e+02, -1.450499691262804e+01, 2.565866792800462e+05
166, 7.522799968720000e-01, 3.096181144522562e-02, 1.275985956527374e+00, 1.376927505726052e+02, -1.466938595031205e+01, 2.567754755305577e+05
167, 7.657799720760000e-01, 2.951033727360171e-02, 1.277080779818702e+00, 1.366843987386370e+02, -1.482432341929858e+01, 2.569616744744506e+05
168, 7.790099978450000e-01, 2.806276676215449e-02, 1.278150529060798e+00, 1.356755297466557e+02, -1.496992871739827e+01, 2.571431516910566e+05
169, 7.919700145720000e-01, 2.662062628442961e-02, 1.279227426270162e+00, 1.346736779606180e+02, -1.510747049257570e+01, 2.573265133029091e+05
170, 8.046399950980000e-01, 2.518763605296113e-02, 1.280282946598218e+00, 1.336639711965601e+02, -1.523581862251964e+01, 2.575056582717548e+05
171, 8.170099854470000e-01, 2.376642068849115e-02, 1.281329676458150e+00, 1.326539499469330e+02, -1.535586029776060e+01, 2.576833078934596e+05
172, 8.290500044819999e-01, 2.236196298315981e-02, 1.282374738930725e+00, 1.316440818074041e+02, -1.546810199000942e+01, 2.578608865109132e+05
173, 8.407700061800000e-01, 2.097463226217677e-02, 1.283411542526192e+00, 1.306220869828660e+02, -1.557107365096783e+01, 2.580367247679487e+05
174, 8.521599769590000e-01, 1.960709133914372e-02, 1.284454375611973e+00, 1.295957728434911e+02, -1.566567060286954e+01, 2.582138884166761e+05
175, 8.631799817090000e-01, 1.826569132102762e-02, 1.285487719737430e+00, 1.285610235529240e+02, -1.575169853849858e+01, 2.583891875541521e+05
176, 8.738499879840000e-01, 1.694956337677533e-02, 1.286522171199542e+00, 1.275148007970213e+02, -1.582833843596911e+01, 2.585646372820529e+05
177, 8.841500282290000e-01, 1.566269158090452e-02, 1.287554947887170e+00, 1.264566823787072e+02, -1.589559855113720e+01, 2.587396822692818e+05
178, 8.940600156780000e-01, 1.440916392228702e-02, 1.288588951296699e+00, 1.253833296671431e+02, -1.595287901024943e+01, 2.589148105703317e+05
179, 9.035800099370001e-01, 1.319055953446835e-02, 1.289630403448654e+00, 1.242940387585095e+02, -1.599975834228872e+01, 2.590912455112046e+05
180, 9.126999974250000e-01, 1.200973104171110e-02, 1.290675449091795e+00, 1.231848656169501e+02, -1.603545337548293e+01, 2.592681247247492e+05
181, 9.214000105860000e-01, 1.087086069705918e-02, 1.291728194194912e+00, 1.220557910762420e+02, -1.605984799768870e+01, 2.594462766010115e+05
182, 9.296900033950000e-01, 9.774221272349531e-03, 1.292791812642087e+00, 1.209004754984557e+02, -1.607147339490506e+01, 2.596261717289130e+05
183, 9.375399947170000e-01, 8.725349486403867e-03, 1.293867580365264e+00, 1.197173532514644e+02, -1.607015231607669e+01, 2.598080429617117e+05
