"Density","Energy","Mach","Momentum:0","Momentum:1","Momentum:2","Pressure","Pressure_Coefficient","Temperature","Velocity:0","Velocity:1","Velocity:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
1.1612,5.3079e+05,2.0028,807.54,1.0864e-13,0,1e+05,1.0069e-16,300,695.43,9.3562e-14,0,1,0.1925,0.1925,0.5,0
1.1612,5.3079e+05,2.0028,807.54,1.1954e-13,0,1e+05,1.8839e-16,300,695.43,1.0295e-13,0,1,0.195,0.195,0.5,0
1.1612,5.3079e+05,2.0028,807.54,1.3044e-13,0,1e+05,2.761e-16,300,695.43,1.1234e-13,0,1,0.1975,0.1975,0.5,0
1.1612,5.3079e+05,2.0028,807.54,1.4134e-13,0,1e+05,3.638e-16,300,695.43,1.2172e-13,0,1,0.2,0.2,0.5,0
1.1612,5.3079e+05,2.0028,807.54,1.4735e-13,0,1e+05,3.2807e-16,300,695.43,1.2689e-13,0,1,0.2025,0.2025,0.5,0
1.1612,5.3079e+05,2.0028,807.54,1.5336e-13,0,1e+05,2.9234e-16,300,695.43,1.3207e-13,0,1,0.205,0.205,0.5,0
1.1612,5.3079e+05,2.0028,807.54,1.5936e-13,0,1e+05,2.5661e-16,300,695.43,1.3724e-13,0,1,0.2075,0.2075,0.5,0
1.1612,5.3079e+05,2.0028,807.54,1.6537e-13,0,1e+05,2.2088e-16,300,695.43,1.4241e-13,0,1,0.21,0.21,0.5,0
1.1612,5.3079e+05,2.0028,807.54,1.7137e-13,0,1e+05,1.8515e-16,300,695.43,1.4758e-13,0,1,0.2125,0.2125,0.5,0
1.1612,5.3079e+05,2.0028,807.54,1.7738e-13,0,1e+05,1.4942e-16,300,695.43,1.5275e-13,0,1,0.215,0.215,0.5,0
1.1612,5.3079e+05,2.0028,807.54,1.8338e-13,0,1e+05,1.1369e-16,300,695.43,1.5793e-13,0,1,0.2175,0.2175,0.5,0
1.1612,5.3079e+05,2.0028,807.54,1.8939e-13,0,1e+05,7.7957e-17,300,695.43,1.631e-13,0,1,0.22,0.22,0.5,0
1.1612,5.3079e+05,2.0028,807.54,1.9563e-13,0,1e+05,1.0069e-16,300,695.43,1.6847e-13,0,1,0.2225,0.2225,0.5,0
1.1612,5.3079e+05,2.0028,807.54,2.0187e-13,0,1e+05,1.2343e-16,300,695.43,1.7385e-13,0,1,0.225,0.225,0.5,0
