"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,    "RefForce"    ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      
          0,           0,           0,     -0.4814595639,       2.346980287,       1.592365555,       5.253007815,            280000,     0.04241488216,     -0.2411598681,                 0,                 0,                 0,     -0.1937213413,     0.04241488216,     -0.2411598681,                 0,      -5.685737077
          0,           0,           1,     -0.7126540655,       2.062498421,       1.935902232,       5.022430921,            280000,      0.0468828943,     -0.2658193518,                 0,                 0,                 0,     -0.2033095007,      0.0468828943,     -0.2658193518,                 0,      -5.669857967
          0,           0,           2,     -0.9637198524,        1.80010461,       1.685766547,       4.778744815,            280000,     0.03943703569,      -0.223571744,                 0,                 0,                 0,     -0.1675921608,     0.03943703569,      -0.223571744,                 0,      -5.669080854
          0,           0,           3,      -1.248907585,        1.48130167,       1.447611757,         4.4574961,            280000,     0.04123143399,     -0.2338736734,                 0,                 0,                 0,     -0.1775934591,     0.04123143399,     -0.2338736734,                 0,       -5.67221779
          0,           0,           4,      -1.317349524,       1.422937782,        1.29379258,       4.386260689,            280000,     0.04324093631,      -0.245334985,                 0,                 0,                 0,      -0.187813409,     0.04324093631,      -0.245334985,                 0,      -5.673674206
          0,           0,           5,      -1.397879704,       1.335998235,       1.238552483,       4.311036224,            280000,     0.04361204089,     -0.2474783535,                 0,                 0,                 0,     -0.1900642311,     0.04361204089,     -0.2474783535,                 0,      -5.674541903
          0,           0,           6,       -1.43740632,       1.307671993,       1.191905705,       4.278122886,            280000,      0.0437074712,      -0.248066405,                 0,                 0,                 0,     -0.1910152535,      0.0437074712,      -0.248066405,                 0,      -5.675606441
          0,           0,           7,      -1.493444022,       1.261065328,       1.140855233,       4.224446184,            280000,     0.04387323575,     -0.2490606492,                 0,                 0,                 0,     -0.1921269748,     0.04387323575,     -0.2490606492,                 0,      -5.676824264
          0,           0,           8,      -1.569404829,       1.192166922,        1.05907317,       4.150239199,            280000,     0.04395179044,     -0.2495580019,                 0,                 0,                 0,     -0.1926450584,     0.04395179044,     -0.2495580019,                 0,      -5.677993989
          0,           0,           9,      -1.675718348,       1.089901778,      0.9475939373,       4.044132108,            280000,     0.04395586618,     -0.2496025864,                 0,                 0,                 0,      -0.192708671,     0.04395586618,     -0.2496025864,                 0,      -5.678481807
          0,           0,          10,      -1.812895159,      0.9572326977,       0.803636572,       3.906897661,            280000,     0.04395233762,     -0.2495648151,                 0,                 0,                 0,     -0.1926785293,     0.04395233762,     -0.2495648151,                 0,      -5.678078316
          0,           0,          11,      -1.967884274,       0.804040055,      0.6375869858,       3.753093586,            280000,     0.04395449082,     -0.2495412678,                 0,                 0,                 0,     -0.1926481199,     0.04395449082,     -0.2495412678,                 0,      -5.677264443
          0,           0,          12,      -2.152573369,      0.6154204143,      0.4441381128,        3.56810968,            280000,     0.04395541006,     -0.2495156902,                 0,                 0,                 0,     -0.1926132717,     0.04395541006,     -0.2495156902,                 0,      -5.676563815
          0,           0,          13,      -2.353166191,      0.4093020382,      0.2563407204,       3.367401634,            280000,     0.04395495035,     -0.2495004307,                 0,                 0,                 0,     -0.1925936415,     0.04395495035,     -0.2495004307,                 0,      -5.676276023
          0,           0,          14,      -2.555637553,      0.2008862421,     0.07079374769,       3.164014282,            280000,      0.0439547398,     -0.2495049078,                 0,                 0,                 0,     -0.1925986611,      0.0439547398,     -0.2495049078,                 0,      -5.676405068
          0,           0,          15,      -2.735930295,     0.01763413074,    -0.09500317036,       2.984708024,            280000,     0.04395472508,     -0.2495191454,                 0,                 0,                 0,     -0.1926158066,     0.04395472508,     -0.2495191454,                 0,      -5.676730885
          0,           0,          16,      -2.894928345,     -0.1405074687,     -0.2522301073,       2.826879544,            280000,     0.04395464039,     -0.2495324092,                 0,                 0,                 0,     -0.1926321983,     0.04395464039,     -0.2495324092,                 0,      -5.677043584
          0,           0,          17,      -3.054092897,     -0.2990340978,     -0.4136110569,       2.667550847,            280000,     0.04395454828,     -0.2495403428,                 0,                 0,                 0,     -0.1926422661,     0.04395454828,     -0.2495403428,                 0,      -5.677235976
          0,           0,          18,        -3.2248156,     -0.4701473787,     -0.5855446665,       2.497119917,            280000,     0.04395450255,     -0.2495427404,                 0,                 0,                 0,     -0.1926454803,     0.04395450255,     -0.2495427404,                 0,       -5.67729643
          0,           0,          19,      -3.396324557,     -0.6434584279,     -0.7504905905,       2.327668119,            280000,      0.0439544874,     -0.2495415584,                 0,                 0,                 0,     -0.1926441738,      0.0439544874,     -0.2495415584,                 0,      -5.677271496
          0,           0,          20,      -3.573348615,     -0.8242225548,     -0.9261711903,       2.150896026,            280000,     0.04395448941,     -0.2495388314,                 0,                 0,                 0,      -0.192640862,     0.04395448941,     -0.2495388314,                 0,      -5.677209195
          0,           0,          21,      -3.753571524,      -1.006525141,      -1.102574243,       1.970159964,            280000,     0.04395450037,      -0.249536198,                 0,                 0,                 0,     -0.1926376003,     0.04395450037,      -0.249536198,                 0,      -5.677147865
          0,           0,          22,      -3.930311311,       -1.18136311,      -1.280822023,       1.793741452,            280000,      0.0439545123,     -0.2495344491,                 0,                 0,                 0,     -0.1926354013,      0.0439545123,     -0.2495344491,                 0,      -5.677106537
          0,           0,          23,      -4.105036871,       -1.35271594,      -1.461018417,       1.619333037,            280000,     0.04395452037,     -0.2495336753,                 0,                 0,                 0,     -0.1926344049,     0.04395452037,     -0.2495336753,                 0,       -5.67708789
