variables = "x/c" , "CP"
zone t = "alpha = 0.0169 upper"
0.0000	1.0184
0.0135	0.0407
0.0271	-0.1745
0.0515	-0.2864
0.0763	-0.3605
0.1012	-0.3644
0.1503	-0.3592
0.1994	-0.3618
0.2501	-0.3346
0.2999	-0.3139
0.3499	-0.2805
0.3994	-0.2606
0.4496	-0.2300
0.4997	-0.2065
0.5492	-0.1737
0.5994	-0.1494
0.6495	-0.1278
0.6996	-0.0967
0.7489	-0.0698
0.8003	-0.0371
0.8500	0.0011
0.8993	0.0477
0.9489	0.0973
