variables = "x/c" , "CP"
zone t = "alpha = 0.0169 lower"
0.0000	1.0164
0.0122	0.0070
0.0251	-0.2208
0.0510	-0.3522
0.0755	-0.3815
0.1000	-0.3949
0.1504	-0.3986
0.2004	-0.3854
0.2501	-0.3550
0.3002	-0.3257
0.3507	-0.2958
0.4000	-0.2716
0.4503	-0.2371
0.5000	-0.2152
0.5506	-0.1887
0.5997	-0.1585
0.6502	-0.1428
0.7003	-0.1027
0.7497	-0.0731
0.7993	-0.0378
0.8503	-0.0038
0.9000	0.0279
0.9483	0.1008
