"Density","Energy","Mach","Momentum:0","Momentum:1","Momentum:2","Pressure","Pressure_Coefficient","Temperature","Velocity:0","Velocity:1","Velocity:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
1.1612,5.3079e+05,2.0028,807.54,2.4995e-13,0,1e+05,1.0264e-15,300,695.43,2.1525e-13,0,1,0.0675,0.0675,0.5,0
1.1612,5.3079e+05,2.0028,807.54,2.8352e-13,0,1e+05,1.1434e-15,300,695.43,2.4416e-13,0,1,0.07,0.07,0.5,0
1.1612,5.3079e+05,2.0028,807.54,3.171e-13,0,1e+05,1.2603e-15,300,695.43,2.7308e-13,0,1,0.0725,0.0725,0.5,0
1.1612,5.3079e+05,2.0028,807.54,3.5068e-13,0,1e+05,1.3772e-15,300,695.43,3.0199e-13,0,1,0.075,0.075,0.5,0
1.1612,5.3079e+05,2.0028,807.54,3.8425e-13,0,1e+05,1.4942e-15,300,695.43,3.3091e-13,0,1,0.0775,0.0775,0.5,0
1.1612,5.3079e+05,2.0028,807.54,4.1783e-13,0,1e+05,1.6111e-15,300,695.43,3.5982e-13,0,1,0.08,0.08,0.5,0
1.1612,5.3079e+05,2.0028,807.54,5.0297e-13,0,1e+05,1.9554e-15,300,695.43,4.3315e-13,0,1,0.0825,0.0825,0.5,0
1.1612,5.3079e+05,2.0028,807.54,5.8811e-13,0,1e+05,2.2997e-15,300,695.43,5.0647e-13,0,1,0.085,0.085,0.5,0
1.1612,5.3079e+05,2.0028,807.54,6.7326e-13,0,1e+05,2.644e-15,300,695.43,5.7979e-13,0,1,0.0875,0.0875,0.5,0
1.1612,5.3079e+05,2.0028,807.54,7.584e-13,0,1e+05,2.9883e-15,300,695.43,6.5311e-13,0,1,0.09,0.09,0.5,0
1.1612,5.3079e+05,2.0028,807.54,8.4354e-13,0,1e+05,3.3326e-15,300,695.43,7.2643e-13,0,1,0.0925,0.0925,0.5,0
1.1612,5.3079e+05,2.0028,807.54,9.2868e-13,0,1e+05,3.677e-15,300,695.43,7.9976e-13,0,1,0.095,0.095,0.5,0
1.1612,5.3079e+05,2.0028,807.54,1.0138e-12,0,1e+05,4.0213e-15,300,695.43,8.7308e-13,0,1,0.0975,0.0975,0.5,0
1.1612,5.3079e+05,2.0028,807.54,1.099e-12,0,1e+05,4.3656e-15,300,695.43,9.464e-13,0,1,0.1,0.1,0.5,0
1.1612,5.3079e+05,2.0028,807.54,1.3307e-12,0,1e+05,5.2751e-15,300,695.43,1.146e-12,0,1,0.1025,0.1025,0.5,0
1.1612,5.3079e+05,2.0028,807.54,1.5625e-12,0,1e+05,6.1846e-15,300,695.43,1.3456e-12,0,1,0.105,0.105,0.5,0
1.1612,5.3079e+05,2.0028,807.54,1.7943e-12,0,1e+05,7.0941e-15,300,695.43,1.5452e-12,0,1,0.1075,0.1075,0.5,0
1.1612,5.3079e+05,2.0028,807.54,2.0261e-12,0,1e+05,8.0036e-15,300,695.43,1.7448e-12,0,1,0.11,0.11,0.5,0
1.1612,5.3079e+05,2.0028,807.54,2.2578e-12,0,1e+05,8.913e-15,300,695.43,1.9444e-12,0,1,0.1125,0.1125,0.5,0
1.1612,5.3079e+05,2.0028,807.54,2.4896e-12,0,1e+05,9.8225e-15,300,695.43,2.144e-12,0,1,0.115,0.115,0.5,0
1.1612,5.3079e+05,2.0028,807.54,2.7214e-12,0,1e+05,1.0732e-14,300,695.43,2.3436e-12,0,1,0.1175,0.1175,0.5,0
1.1612,5.3079e+05,2.0028,807.54,2.9531e-12,0,1e+05,1.1642e-14,300,695.43,2.5432e-12,0,1,0.12,0.12,0.5,0
1.1612,5.3079e+05,2.0028,807.54,3.5711e-12,0,1e+05,1.3996e-14,300,695.43,3.0753e-12,0,1,0.1225,0.1225,0.5,0
