"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,    "RefForce"    ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      
          0,           0,          26,      -3.927909773,      -1.212408962,      -1.461356213,       1.926834304,            280000,     0.04340557092,     -0.2465524607,                 0,                 0,                 0,     -0.1906851453,     0.04340557092,     -0.2465524607,                 0,      -5.680203152
          0,           0,          27,      -4.042929764,      -1.325962221,      -1.578634879,       1.812106305,            280000,     0.04340633933,     -0.2465595581,                 0,                 0,                 0,      -0.190694046,     0.04340633933,     -0.2465595581,                 0,      -5.680266106
          0,           0,          28,      -4.159065462,      -1.441042864,      -1.697021285,       1.697127636,            280000,     0.04340676425,     -0.2465642128,                 0,                 0,                 0,     -0.1907000586,     0.04340676425,     -0.2465642128,                 0,      -5.680317735
          0,           0,          29,      -4.278015746,       -1.55855554,      -1.816168265,       1.580595053,            280000,     0.04340692275,     -0.2465667471,                 0,                 0,                 0,     -0.1907034565,     0.04340692275,     -0.2465667471,                 0,      -5.680355378
          0,           0,          30,       -4.40001285,      -1.678575477,      -1.935712703,       1.462095521,            280000,     0.04340692977,     -0.2465677022,                 0,                 0,                 0,     -0.1907047978,     0.04340692977,     -0.2465677022,                 0,      -5.680376464
          0,           0,          31,      -4.522265339,      -1.801578034,      -2.055494731,       1.343982329,            280000,     0.04340687958,     -0.2465680736,                 0,                 0,                 0,      -0.190705393,     0.04340687958,     -0.2465680736,                 0,      -5.680391588
          0,           0,          32,      -4.645737577,      -1.925161414,      -2.171774355,       1.224191117,            280000,     0.04340680138,     -0.2465679969,                 0,                 0,                 0,     -0.1907053945,     0.04340680138,     -0.2465679969,                 0,      -5.680400054
          0,           0,          33,      -4.767560414,      -2.046560521,      -2.287162871,       1.104601012,            280000,     0.04340671588,     -0.2465676459,                 0,                 0,                 0,     -0.1907050156,     0.04340671588,     -0.2465676459,                 0,      -5.680403155
          0,           0,          34,       -4.88730696,      -2.166080982,      -2.402884033,      0.9859857709,            280000,     0.04340663589,     -0.2465671686,                 0,                 0,                 0,     -0.1907044472,     0.04340663589,     -0.2465671686,                 0,      -5.680402628
          0,           0,          35,      -5.005277306,      -2.284204137,      -2.519091438,      0.8683559356,            280000,     0.04340654511,      -0.246566507,                 0,                 0,                 0,     -0.1907036248,     0.04340654511,      -0.246566507,                 0,      -5.680399267
          0,           0,          36,      -5.122465972,      -2.398970101,       -2.63645712,      0.7504720621,            280000,     0.04340649607,     -0.2465660848,                 0,                 0,                 0,     -0.1907030801,     0.04340649607,     -0.2465660848,                 0,      -5.680395956
          0,           0,          37,      -5.239830576,      -2.513037721,      -2.754937181,      0.6330582996,            280000,     0.04340647749,     -0.2465658617,                 0,                 0,                 0,     -0.1907027798,     0.04340647749,     -0.2465658617,                 0,      -5.680393251
          0,           0,          38,       -5.35860617,      -2.627209787,      -2.873289404,      0.5154630374,            280000,     0.04340647859,     -0.2465657996,                 0,                 0,                 0,     -0.1907026865,     0.04340647859,     -0.2465657996,                 0,      -5.680391675
          0,           0,          39,      -5.475055849,      -2.741458379,      -2.992255289,      0.4005243051,            280000,     0.04340648484,     -0.2465657838,                 0,                 0,                 0,     -0.1907026552,     0.04340648484,     -0.2465657838,                 0,      -5.680390494
          0,           0,          40,       -5.59240756,       -2.85614911,      -3.107628577,      0.2851758645,            280000,     0.04340649416,     -0.2465658083,                 0,                 0,                 0,     -0.1907026776,     0.04340649416,     -0.2465658083,                 0,      -5.680389837
          0,           0,          41,      -5.708551006,      -2.970111931,      -3.221157457,      0.1706101028,            280000,     0.04340650442,      -0.246565857,                 0,                 0,                 0,     -0.1907027334,     0.04340650442,      -0.246565857,                 0,      -5.680389617
          0,           0,          42,      -5.823045478,       -3.08392159,      -3.334014101,     0.05739627264,            280000,     0.04340651389,     -0.2465659144,                 0,                 0,                 0,     -0.1907028026,     0.04340651389,     -0.2465659144,                 0,        -5.6803897
          0,           0,          43,      -5.936425589,      -3.198274916,      -3.446916491,    -0.05481485374,            280000,      0.0434065215,     -0.2465659684,                 0,                 0,                 0,     -0.1907028693,      0.0434065215,     -0.2465659684,                 0,      -5.680389947
          0,           0,          44,      -6.049354091,      -3.313180905,      -3.560398241,     -0.1667711538,            280000,     0.04340652823,     -0.2465660231,                 0,                 0,                 0,     -0.1907029387,     0.04340652823,     -0.2465660231,                 0,      -5.680390326
          0,           0,          45,      -6.163215858,      -3.425769462,      -3.675073574,     -0.2804880578,            280000,     0.04340653047,     -0.2465660452,                 0,                 0,                 0,     -0.1907029674,     0.04340653047,     -0.2465660452,                 0,      -5.680390544
          0,           0,          46,      -6.278218916,      -3.542102415,      -3.793510555,     -0.3943017556,            280000,     0.04340653115,      -0.246566059,                 0,                 0,                 0,     -0.1907029864,     0.04340653115,      -0.246566059,                 0,      -5.680390773
          0,           0,          47,      -6.398281625,      -3.658256556,      -3.909665279,     -0.5125286652,            280000,     0.04340653073,      -0.246566061,                 0,                 0,                 0,     -0.1907029897,     0.04340653073,      -0.246566061,                 0,      -5.680390874
          0,           0,          48,      -6.517059534,      -3.775679604,      -4.027973806,     -0.6301058529,            280000,     0.04340652986,     -0.2465660588,                 0,                 0,                 0,     -0.1907029876,     0.04340652986,     -0.2465660588,                 0,      -5.680390935
          0,           0,          49,      -6.636766126,      -3.893139936,      -4.144325137,     -0.7491255592,            280000,     0.04340652883,     -0.2465660539,                 0,                 0,                 0,     -0.1907029821,     0.04340652883,     -0.2465660539,                 0,      -5.680390958
          0,           0,          50,      -6.755667323,      -4.009421767,      -4.260095849,     -0.8683549312,            280000,     0.04340652785,     -0.2465660481,                 0,                 0,                 0,     -0.1907029751,     0.04340652785,     -0.2465660481,                 0,      -5.680390952
          0,           0,          51,      -6.873319095,      -4.124709154,      -4.375799547,      -0.987020209,            280000,     0.04340652703,     -0.2465660425,                 0,                 0,                 0,     -0.1907029684,     0.04340652703,     -0.2465660425,                 0,      -5.680390931
          0,           0,          52,      -6.990146037,      -4.239509604,      -4.491400034,      -1.104926423,            280000,     0.04340652645,      -0.246566038,                 0,                 0,                 0,     -0.1907029628,     0.04340652645,      -0.246566038,                 0,      -5.680390903
          0,           0,          53,      -7.106777588,      -4.354148483,      -4.606692478,      -1.222102583,            280000,     0.04340652603,     -0.2465660344,                 0,                 0,                 0,     -0.1907029582,     0.04340652603,     -0.2465660344,                 0,      -5.680390875
          0,           0,          54,      -7.225157115,      -4.467488423,       -4.72144988,      -1.340055828,            280000,     0.04340652596,     -0.2465660332,                 0,                 0,                 0,     -0.1907029567,     0.04340652596,     -0.2465660332,                 0,      -5.680390858
          0,           0,          55,      -7.342383008,      -4.582497809,      -4.837582935,      -1.455007502,            280000,       0.043406526,     -0.2465660329,                 0,                 0,                 0,     -0.1907029561,       0.043406526,     -0.2465660329,                 0,      -5.680390844
          0,           0,          56,       -7.46086751,      -4.697997455,      -4.951506288,       -1.56990631,            280000,      0.0434065261,     -0.2465660331,                 0,                 0,                 0,     -0.1907029563,      0.0434065261,     -0.2465660331,                 0,      -5.680390836
          0,           0,          57,      -7.577960067,      -4.812354575,      -5.064299002,       -1.68374743,            280000,     0.04340652621,     -0.2465660336,                 0,                 0,                 0,     -0.1907029568,     0.04340652621,     -0.2465660336,                 0,      -5.680390832
          0,           0,          58,      -7.692591545,       -4.92544863,      -5.176575174,      -1.795932322,            280000,     0.04340652633,     -0.2465660341,                 0,                 0,                 0,     -0.1907029575,     0.04340652633,     -0.2465660341,                 0,      -5.680390831
          0,           0,          59,      -7.805315444,      -5.037807892,      -5.288665228,      -1.906835258,            280000,     0.04340652642,     -0.2465660347,                 0,                 0,                 0,     -0.1907029582,     0.04340652642,     -0.2465660347,                 0,      -5.680390831
          0,           0,          60,      -7.917062877,      -5.149652758,      -5.400963886,      -2.017271282,            280000,     0.04340652649,     -0.2465660351,                 0,                 0,                 0,     -0.1907029587,     0.04340652649,     -0.2465660351,                 0,      -5.680390833
          0,           0,          61,      -8.028608826,      -5.260961024,      -5.513937284,      -2.128024746,            280000,     0.04340652652,     -0.2465660354,                 0,                 0,                 0,      -0.190702959,     0.04340652652,     -0.2465660354,                 0,      -5.680390834
          0,           0,          62,      -8.140436397,      -5.371696737,      -5.627943707,      -2.239545061,            280000,     0.04340652654,     -0.2465660355,                 0,                 0,                 0,     -0.1907029592,     0.04340652654,     -0.2465660355,                 0,      -5.680390836
          0,           0,          63,      -8.252745329,      -5.481913209,      -5.743070914,      -2.351888764,            280000,     0.04340652654,     -0.2465660356,                 0,                 0,                 0,     -0.1907029593,     0.04340652654,     -0.2465660356,                 0,      -5.680390837
          0,           0,          64,      -8.365485322,      -5.591773987,      -5.859093448,      -2.464806548,            280000,     0.04340652653,     -0.2465660356,                 0,                 0,                 0,     -0.1907029593,     0.04340652653,     -0.2465660356,                 0,      -5.680390838
          0,           0,          65,      -8.478455086,      -5.701529461,      -5.975583205,      -2.577889599,            280000,     0.04340652652,     -0.2465660355,                 0,                 0,                 0,     -0.1907029592,     0.04340652652,     -0.2465660355,                 0,      -5.680390838
          0,           0,          66,      -8.591493964,      -5.811506357,      -6.092081727,      -2.690788885,            280000,     0.04340652651,     -0.2465660355,                 0,                 0,                 0,     -0.1907029592,     0.04340652651,     -0.2465660355,                 0,      -5.680390838
          0,           0,          67,      -8.704727813,      -5.922001061,      -6.208219392,      -2.803389624,            280000,      0.0434065265,     -0.2465660355,                 0,                 0,                 0,     -0.1907029591,      0.0434065265,     -0.2465660355,                 0,      -5.680390838
          0,           0,          68,      -8.818535571,      -6.033230195,      -6.323722465,      -2.915808297,            280000,     0.04340652649,     -0.2465660354,                 0,                 0,                 0,     -0.1907029591,     0.04340652649,     -0.2465660354,                 0,      -5.680390838
          0,           0,          69,      -8.933240362,       -6.14533635,      -6.438472906,      -3.028192747,            280000,     0.04340652649,     -0.2465660354,                 0,                 0,                 0,     -0.1907029591,     0.04340652649,     -0.2465660354,                 0,      -5.680390838
          0,           0,          70,      -9.048872026,      -6.258334943,      -6.552579553,      -3.140591933,            280000,     0.04340652649,     -0.2465660354,                 0,                 0,                 0,     -0.1907029591,     0.04340652649,     -0.2465660354,                 0,      -5.680390838
          0,           0,          71,      -9.165086972,      -6.372095556,      -6.666260391,      -3.252951566,            280000,     0.04340652649,     -0.2465660354,                 0,                 0,                 0,     -0.1907029591,     0.04340652649,     -0.2465660354,                 0,      -5.680390838
          0,           0,          72,      -9.281336494,       -6.48636504,      -6.779662428,      -3.365151943,            280000,     0.04340652649,     -0.2465660354,                 0,                 0,                 0,     -0.1907029591,     0.04340652649,     -0.2465660354,                 0,      -5.680390837
          0,           0,          73,      -9.397010144,      -6.600856516,      -6.892823356,      -3.477040358,            280000,      0.0434065265,     -0.2465660354,                 0,                 0,                 0,     -0.1907029591,      0.0434065265,     -0.2465660354,                 0,      -5.680390837
          0,           0,          74,      -9.511623522,      -6.715304069,      -7.005747865,      -3.588490568,            280000,      0.0434065265,     -0.2465660354,                 0,                 0,                 0,     -0.1907029591,      0.0434065265,     -0.2465660354,                 0,      -5.680390837
          0,           0,          75,      -9.625011167,      -6.829467885,      -7.118480837,      -3.699485306,            280000,      0.0434065265,     -0.2465660354,                 0,                 0,                 0,     -0.1907029591,      0.0434065265,     -0.2465660354,                 0,      -5.680390837
          0,           0,          76,      -9.737414824,      -6.943155289,      -7.231121665,      -3.810188465,            280000,      0.0434065265,     -0.2465660354,                 0,                 0,                 0,     -0.1907029591,      0.0434065265,     -0.2465660354,                 0,      -5.680390837
          0,           0,          77,      -9.849329778,       -7.05626426,      -7.343753629,      -3.920861932,            280000,      0.0434065265,     -0.2465660354,                 0,                 0,                 0,     -0.1907029591,      0.0434065265,     -0.2465660354,                 0,      -5.680390837
          0,           0,          78,      -9.961210811,      -7.168799965,      -7.456397684,      -4.031705187,            280000,      0.0434065265,     -0.2465660354,                 0,                 0,                 0,     -0.1907029591,      0.0434065265,     -0.2465660354,                 0,      -5.680390837
          0,           0,          79,      -10.07330273,      -7.280825464,      -7.569070336,      -4.142804788,            280000,      0.0434065265,     -0.2465660354,                 0,                 0,                 0,     -0.1907029591,      0.0434065265,     -0.2465660354,                 0,      -5.680390837
          0,           0,          80,      -10.18565999,      -7.392470403,      -7.681675186,      -4.254161659,            280000,      0.0434065265,     -0.2465660354,                 0,                 0,                 0,     -0.1907029591,      0.0434065265,     -0.2465660354,                 0,      -5.680390837
          0,           0,          81,      -10.29827229,      -7.503977913,       -7.79405616,       -4.36576975,            280000,      0.0434065265,     -0.2465660354,                 0,                 0,                 0,     -0.1907029591,      0.0434065265,     -0.2465660354,                 0,      -5.680390837
          0,           0,          82,      -10.41116308,      -7.615623627,      -7.906102264,      -4.477661243,            280000,      0.0434065265,     -0.2465660354,                 0,                 0,                 0,     -0.1907029591,      0.0434065265,     -0.2465660354,                 0,      -5.680390837
          0,           0,          83,      -10.52443637,      -7.727637253,      -8.017794383,      -4.589931748,            280000,      0.0434065265,     -0.2465660354,                 0,                 0,                 0,     -0.1907029591,      0.0434065265,     -0.2465660354,                 0,      -5.680390837
          0,           0,          84,      -10.63822616,      -7.840138656,      -8.129198941,       -4.70267918,            280000,      0.0434065265,     -0.2465660354,                 0,                 0,                 0,     -0.1907029591,      0.0434065265,     -0.2465660354,                 0,      -5.680390837
          0,           0,          85,      -10.75254882,      -7.953104717,      -8.240457708,      -4.815933001,            280000,      0.0434065265,     -0.2465660354,                 0,                 0,                 0,     -0.1907029591,      0.0434065265,     -0.2465660354,                 0,      -5.680390837
          0,           0,          86,      -10.86718359,      -8.066341487,      -8.351733536,      -4.929577211,            280000,      0.0434065265,     -0.2465660354,                 0,                 0,                 0,     -0.1907029591,      0.0434065265,     -0.2465660354,                 0,      -5.680390837
          0,           0,          87,       -10.9817075,      -8.179494326,      -8.463134984,       -5.04337137,            280000,      0.0434065265,     -0.2465660354,                 0,                 0,                 0,     -0.1907029591,      0.0434065265,     -0.2465660354,                 0,      -5.680390837
          0,           0,          88,      -11.09154869,      -8.290499305,      -8.573402238,      -5.154286889,            280000,      0.0434065265,     -0.2465660354,                 0,                 0,                 0,     -0.1907029591,      0.0434065265,     -0.2465660354,                 0,      -5.680390837
          0,           0,          89,      -11.20479703,      -8.402782862,      -8.684412139,      -5.267739809,            280000,      0.0434065265,     -0.2465660354,                 0,                 0,                 0,     -0.1907029591,      0.0434065265,     -0.2465660354,                 0,      -5.680390837
          0,           0,          90,      -11.31627459,      -8.513832397,      -8.795731635,      -5.380194873,            280000,      0.0434065265,     -0.2465660354,                 0,                 0,                 0,     -0.1907029591,      0.0434065265,     -0.2465660354,                 0,      -5.680390837
          0,           0,          91,       -11.4226044,      -8.622444292,      -8.905870767,      -5.489107554,            280000,      0.0434065265,     -0.2465660354,                 0,                 0,                 0,     -0.1907029591,      0.0434065265,     -0.2465660354,                 0,      -5.680390837
          0,           0,          92,      -11.53278658,       -8.73247805,      -9.017082563,      -5.600268087,            280000,      0.0434065265,     -0.2465660354,                 0,                 0,                 0,     -0.1907029591,      0.0434065265,     -0.2465660354,                 0,      -5.680390837
          0,           0,          93,      -11.64273745,      -8.842114072,      -9.128329286,      -5.711041352,            280000,      0.0434065265,     -0.2465660354,                 0,                 0,                 0,     -0.1907029591,      0.0434065265,     -0.2465660354,                 0,      -5.680390837
          0,           0,          94,      -11.75305474,      -8.951708795,      -9.239608396,       -5.82174537,            280000,      0.0434065265,     -0.2465660354,                 0,                 0,                 0,     -0.1907029591,      0.0434065265,     -0.2465660354,                 0,      -5.680390837
          0,           0,          95,      -11.86420719,      -9.061605299,      -9.350830871,      -5.932597305,            280000,      0.0434065265,     -0.2465660354,                 0,                 0,                 0,     -0.1907029591,      0.0434065265,     -0.2465660354,                 0,      -5.680390837
          0,           0,          96,      -11.97627686,      -9.171884713,      -9.461944109,      -6.043840574,            280000,      0.0434065265,     -0.2465660354,                 0,                 0,                 0,     -0.1907029591,      0.0434065265,     -0.2465660354,                 0,      -5.680390837
          0,           0,          97,       -12.0888086,      -9.282657397,      -9.572922527,      -6.155349216,            280000,      0.0434065265,     -0.2465660354,                 0,                 0,                 0,     -0.1907029591,      0.0434065265,     -0.2465660354,                 0,      -5.680390837
          0,           0,          98,      -12.20137839,      -9.393549089,      -9.683709333,      -6.266885947,            280000,      0.0434065265,     -0.2465660354,                 0,                 0,                 0,     -0.1907029591,      0.0434065265,     -0.2465660354,                 0,      -5.680390837
          0,           0,          99,      -12.31372737,      -9.504566855,      -9.794432691,      -6.378371942,            280000,      0.0434065265,     -0.2465660354,                 0,                 0,                 0,     -0.1907029591,      0.0434065265,     -0.2465660354,                 0,      -5.680390837
          0,           0,         100,      -12.42573736,      -9.615924863,      -9.905115947,      -6.489754859,            280000,      0.0434065265,     -0.2465660354,                 0,                 0,                 0,     -0.1907029591,      0.0434065265,     -0.2465660354,                 0,      -5.680390837
          0,           0,         101,      -12.53747833,      -9.727247998,      -10.01592574,       -6.60080928,            280000,      0.0434065265,     -0.2465660354,                 0,                 0,                 0,     -0.1907029591,      0.0434065265,     -0.2465660354,                 0,      -5.680390837
          0,           0,         102,      -12.64906649,      -9.839551473,      -10.12675992,      -6.711759029,            280000,      0.0434065265,     -0.2465660354,                 0,                 0,                 0,     -0.1907029591,      0.0434065265,     -0.2465660354,                 0,      -5.680390837
          0,           0,         103,      -12.76053705,      -9.950764018,      -10.23822796,      -6.822289021,            280000,      0.0434065265,     -0.2465660354,                 0,                 0,                 0,     -0.1907029591,      0.0434065265,     -0.2465660354,                 0,      -5.680390837
          0,           0,         104,       -12.8722463,      -10.06227431,      -10.34996159,      -6.933075754,            280000,      0.0434065265,     -0.2465660354,                 0,                 0,                 0,     -0.1907029591,      0.0434065265,     -0.2465660354,                 0,      -5.680390837
          0,           0,         105,      -12.98211216,      -10.17261271,      -10.46175036,      -7.043147641,            280000,      0.0434065265,     -0.2465660354,                 0,                 0,                 0,     -0.1907029591,      0.0434065265,     -0.2465660354,                 0,      -5.680390837
          0,           0,         106,      -13.08990191,      -10.28310417,      -10.57257245,      -7.150995917,            280000,      0.0434065265,     -0.2465660354,                 0,                 0,                 0,     -0.1907029591,      0.0434065265,     -0.2465660354,                 0,      -5.680390837
