"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   
          0,           0,           0,      -1.459323812,      0.4589135822,   -0.003625041547,        3.98686287
          0,           0,           1,      -1.848982621,      0.5481262631,      0.7328341548,       3.611671182
          0,           0,           2,      -1.823858885,      0.6376138909,      0.6709098537,       3.633504063
          0,           0,           3,      -1.842642558,      0.6883719423,      0.7069643236,       3.607868499
          0,           0,           4,      -1.813403606,      0.6854737283,       0.694424067,       3.632082211
          0,           0,           5,      -1.789453284,      0.6533781057,       0.674385141,       3.658305273
          0,           0,           6,      -1.766062357,      0.6690164035,      0.6839758503,       3.690291947
          0,           0,           7,      -1.767479585,      0.7032315327,      0.7311008141,       3.687874385
          0,           0,           8,      -1.756874665,      0.6855239922,      0.7308844129,       3.684026782
          0,           0,           9,      -1.732554304,      0.6463076131,      0.6909566122,       3.705810421
          0,           0,          10,      -1.715963566,      0.6908215604,      0.7172602692,       3.734940321
          0,           0,          11,      -1.705318323,      0.7588797062,      0.7906603075,       3.749918251
          0,           0,          12,      -1.698846803,       0.770331306,      0.8152437325,       3.745176988
          0,           0,          13,      -1.706794537,      0.7233786215,      0.7692716442,       3.725178235
          0,           0,          14,      -1.727871168,      0.6472905699,      0.6754133276,       3.706108162
          0,           0,          15,      -1.749095513,        0.60515954,      0.6230128665,       3.698498758
          0,           0,          16,      -1.763117614,      0.6335938695,      0.6672638328,       3.692293406
          0,           0,          17,      -1.773815364,      0.6745042436,      0.7150589429,       3.674662376
          0,           0,          18,       -1.78996222,        0.67986487,      0.7142786095,        3.64385577
          0,           0,          19,      -1.819811452,      0.6398569387,      0.6635646083,       3.604589937
          0,           0,          20,      -1.865526707,      0.5612314832,      0.5781524854,        3.56252264
          0,           0,          21,      -1.920439571,       0.469230169,      0.4914609092,       3.521406645
          0,           0,          22,      -1.966914208,      0.4155051774,      0.4505643835,        3.48632066
          0,           0,          23,      -1.996303986,      0.4228095556,      0.4596364968,       3.457177668
          0,           0,          24,      -2.015824674,      0.4518719667,      0.4816875733,       3.429589349
          0,           0,          25,      -2.036458368,      0.4659471243,       0.488049575,       3.399218376
          0,           0,          26,      -2.082427557,      0.4477713724,      0.4605992737,       3.345095441
          0,           0,          27,      -2.127927485,      0.4012359447,      0.4059559821,       3.296420797
          0,           0,          28,      -2.172422355,      0.3348859261,      0.3309765441,       3.255114605
          0,           0,          29,      -2.215695326,      0.2624610093,      0.2481815822,       3.220749952
          0,           0,          30,      -2.254476409,      0.2128465327,      0.1901629135,       3.193469135
          0,           0,          31,      -2.282100081,      0.2121587138,      0.1914315037,       3.174212304
          0,           0,          32,      -2.296861001,      0.2433384105,      0.2297533563,        3.15900401
          0,           0,          33,       -2.30553695,      0.2730556437,      0.2630637425,       3.141935595
          0,           0,          34,       -2.31855425,      0.2844963198,      0.2738506614,        3.11735347
          0,           0,          35,      -2.342191143,      0.2732723393,      0.2619046574,       3.083182467
          0,           0,          36,      -2.374704675,       0.246717963,      0.2355499719,       3.043214998
          0,           0,          37,      -2.410505671,      0.2090843294,      0.1969835363,       3.004448015
          0,           0,          38,      -2.445544126,      0.1623554188,      0.1474576409,       2.971919011
          0,           0,          39,      -2.475334763,      0.1097533439,     0.08996397062,       2.949635947
          0,           0,          40,      -2.497073103,     0.05724479293,     0.03137406595,       2.938145478
          0,           0,          41,      -2.511553911,     0.01528035033,    -0.01427718375,       2.933547263
          0,           0,          42,      -2.522379659,   -0.004818977973,    -0.03011318072,       2.929467035
          0,           0,          43,      -2.533442785,   -0.000793775638,    -0.01391596431,        2.92105557
          0,           0,          44,      -2.547193708,     0.01822236723,     0.01914049004,       2.905601284
          0,           0,          45,      -2.563185166,     0.04017282159,     0.05256144322,        2.88349477
          0,           0,          46,      -2.579963576,     0.05546235361,     0.07578178638,       2.856436907
          0,           0,          47,      -2.594506115,     0.05797701779,     0.08313715602,       2.829268059
          0,           0,          48,      -2.604213759,     0.04569373964,     0.07321905743,       2.808760034
          0,           0,          49,      -2.608773631,     0.01884259415,     0.04652656622,       2.799798542
          0,           0,          50,      -2.609785972,    -0.02023512888,     0.00554468698,        2.80258354
          0,           0,          51,      -2.611246754,    -0.06608154043,    -0.04380721054,       2.811031605
          0,           0,          52,      -2.616610672,     -0.1082256196,    -0.08874640815,       2.817227985
          0,           0,          53,      -2.627229486,     -0.1357640317,      -0.115187812,       2.816146007
          0,           0,          54,      -2.643058441,     -0.1446306863,     -0.1187508668,       2.805339544
          0,           0,          55,      -2.662499944,     -0.1403591044,     -0.1085411814,       2.785210933
          0,           0,          56,      -2.683910933,     -0.1325692338,    -0.09781644146,       2.757432411
          0,           0,          57,      -2.704668057,     -0.1292784252,    -0.09521187287,       2.726671549
          0,           0,          58,       -2.72166411,     -0.1330192461,     -0.1018615484,       2.700490223
          0,           0,          59,      -2.732274254,     -0.1427897983,      -0.114224607,       2.686106607
          0,           0,          60,      -2.734836796,     -0.1556779925,     -0.1265046103,       2.686555901
          0,           0,          61,      -2.731469004,     -0.1690677032,     -0.1345054938,       2.696753073
          0,           0,          62,      -2.726492389,     -0.1821729904,     -0.1390609638,       2.707831753
          0,           0,          63,      -2.723444441,     -0.1958651524,     -0.1448999479,       2.714188578
          0,           0,          64,      -2.724441971,     -0.2113293552,     -0.1567500614,       2.713821187
          0,           0,          65,      -2.728956536,     -0.2275957586,     -0.1758109278,       2.708529428
          0,           0,          66,      -2.734777941,     -0.2394632745,     -0.1978726341,       2.701892201
          0,           0,          67,      -2.738011497,     -0.2388270622,     -0.2115064364,       2.698259362
          0,           0,          68,      -2.735192287,       -0.22070205,     -0.2051832476,       2.700725133
          0,           0,          69,      -2.725834159,     -0.1896213815,     -0.1790656387,       2.708920527
          0,           0,          70,      -2.712905209,     -0.1568384166,      -0.145812736,       2.719522287
          0,           0,          71,      -2.699373582,     -0.1318396421,     -0.1182379296,       2.730380623
          0,           0,          72,      -2.693786515,     -0.1246648618,      -0.108760145,       2.733170849
          0,           0,          73,       -2.69533774,     -0.1350520505,     -0.1176413598,       2.730046681
          0,           0,          74,      -2.701878475,     -0.1605576713,     -0.1425831657,       2.723837218
          0,           0,          75,      -2.711365293,     -0.1974781638,     -0.1801073823,       2.716437284
          0,           0,          76,      -2.722258466,     -0.2405222766,     -0.2252683239,       2.708587993
          0,           0,          77,        -2.7327576,     -0.2823103903,     -0.2712924184,       2.701600327
          0,           0,          78,      -2.741747274,     -0.3101393726,     -0.3044413176,       2.695552844
          0,           0,          79,       -2.74820776,     -0.3115492965,     -0.3090856761,       2.690455444
          0,           0,          80,      -2.751256629,     -0.2856574448,     -0.2821954765,       2.686549781
